PERMIT #,CASE_TYPE,CASE_TYPE_DESC,SUB_TYPE,SUB_TYPE_DESC,CONSTRUCTION COST,Square Footage,STATUS_CODE,Date_Initiated,Date_Issued,TASK_CODE,TASK_DESC,RESULT_CODE,RESULT_DESC,Task_Complete_Date,dept,deltatask,postissuedtask,phase
2019074657,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",139664.5,1270.0,DONE,2019-12-06,2019-12-11,WSUWTRAVL,U&O Water Availability Final Approval,APPROVED,Approved,2020-04-02,ws,118.0,True,inspection
2019074657,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",139664.5,1270.0,DONE,2019-12-06,2019-12-11,WSEXCUTCAP,WS Existing Service Cut and Capped,,Not Applicable,2020-04-02,ws,118.0,True,inspection
2019074664,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",139664.5,1270.0,DONE,2019-12-06,2019-12-11,WSUSWRAVL,U&O Sewer Availability Final Approval,APPROVED,Approved,2020-04-18,ws,134.0,True,inspection
2019074664,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",139664.5,1270.0,DONE,2019-12-06,2019-12-11,WSEXCUTCAP,WS Existing Service Cut and Capped,,Not Applicable,2020-04-18,ws,134.0,True,inspection
2019074664,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",139664.5,1270.0,DONE,2019-12-06,2019-12-11,WSUWTRAVL,U&O Water Availability Final Approval,APPROVED,Approved,2020-04-18,ws,134.0,True,inspection
2019074664,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",139664.5,1270.0,DONE,2019-12-06,2019-12-11,WSEXCUTCAP,WS Existing Service Cut and Capped,,Not Applicable,2020-04-18,ws,134.0,True,inspection
2019074671,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",138538.0,1260.0,DONE,2019-12-06,2019-12-11,WSUSWRAVL,U&O Sewer Availability Final Approval,APPROVED,Approved,2020-04-22,ws,138.0,True,inspection
2019074671,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",138538.0,1260.0,DONE,2019-12-06,2019-12-11,WSEXCUTCAP,WS Existing Service Cut and Capped,,Not Applicable,2020-04-22,ws,138.0,True,inspection
2019074671,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",138538.0,1260.0,DONE,2019-12-06,2019-12-11,WSUWTRAVL,U&O Water Availability Final Approval,APPROVED,Approved,2020-04-22,ws,138.0,True,inspection
2019074671,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",138538.0,1260.0,DONE,2019-12-06,2019-12-11,WSEXCUTCAP,WS Existing Service Cut and Capped,,Not Applicable,2020-04-22,ws,138.0,True,inspection
2019058444,CACR,Building Commercial - Rehab,CAE04B016,"Medical Office, Professional Services",190000.0,0.0,DONE,2019-09-25,2019-12-11,WSUGRSCTRL,U&O Grease Control Final Approval - CA,APPROVED,Approved,2020-08-24,ws,334.0,True,inspection
2019058444,CACR,Building Commercial - Rehab,CAE04B016,"Medical Office, Professional Services",190000.0,0.0,DONE,2019-09-25,2019-12-11,WSUXCON,U&O Cross Connect Final Approval,APPROVED,Approved,2020-11-24,ws,426.0,True,inspection
2019028433,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",215343.9,2270.0,DONE,2019-05-15,2019-12-11,WSUXCON,U&O Cross Connect Final Approval,IGNORE,No sign-off needed on this project,2021-03-11,ws,666.0,True,inspection
2019028433,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",215343.9,2270.0,DONE,2019-05-15,2019-12-11,WSUWTRAVL,U&O Water Availability Final Approval,APPROVED,Approved,2021-02-27,ws,654.0,True,inspection
2019028433,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",215343.9,2270.0,DONE,2019-05-15,2019-12-11,WSEXCUTCAP,WS Existing Service Cut and Capped,,Not Applicable,2021-02-27,ws,654.0,True,inspection
2019028433,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",215343.9,2270.0,DONE,2019-05-15,2019-12-11,WSUSWRAVL,U&O Sewer Availability Final Approval,APPROVED,Approved,2021-02-27,ws,654.0,True,inspection
2019028433,CARN,Building Residential - New,CAA03R301,"Multifamily, Townhome",215343.9,2270.0,DONE,2019-05-15,2019-12-11,WSEXCUTCAP,WS Existing Service Cut and Capped,,Not Applicable,2021-02-27,ws,654.0,True,inspection
2019049216,CACN,Building Commercial - New,CAZ03A001,Master Permit Application,560950.08,5424.0,DONE,2019-08-15,2019-12-12,WSUXCON,U&O Cross Connect Final Approval,APPROVED,Approved,2021-02-04,ws,539.0,True,inspection
2019049216,CACN,Building Commercial - New,CAZ03A001,Master Permit Application,560950.08,5424.0,DONE,2019-08-15,2019-12-12,WSUSWRAVL,U&O Sewer Availability Final Approval,APPROVED,Approved,2021-02-04,ws,539.0,True,inspection
2019049216,CACN,Building Commercial - New,CAZ03A001,Master Permit Application,560950.08,5424.0,DONE,2019-08-15,2019-12-12,WSEXCUTCAP,WS Existing Service Cut and Capped,,Not Applicable,2021-02-04,ws,539.0,True,inspection
2019049216,CACN,Building Commercial - New,CAZ03A001,Master Permit Application,560950.08,5424.0,DONE,2019-08-15,2019-12-12,WSUWTRAVL,U&O Water Availability Final Approval,APPROVED,Approved,2021-02-04,ws,539.0,True,inspection
2019049216,CACN,Building Commercial - New,CAZ03A001,Master Permit Application,560950.08,5424.0,DONE,2019-08-15,2019-12-12,WSEXCUTCAP,WS Existing Service Cut and Capped,,Not Applicable,2021-02-04,ws,539.0,True,inspection
2019047918,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",900000.0,0.0,DONE,2019-08-09,2019-12-12,WSUXCON,U&O Cross Connect Final Approval,APPROVED,Approved,2020-03-18,ws,222.0,True,inspection
2019066414,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",176000.0,0.0,DONE,2019-10-30,2019-12-12,WSUXCON,U&O Cross Connect Final Approval,APPROVED,Approved,2020-04-04,ws,157.0,True,inspection
2019062433,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",120000.0,0.0,DONE,2019-10-14,2019-12-13,WSUXCON,U&O Cross Connect Final Approval,APPROVED,Approved,2020-02-13,ws,122.0,True,inspection
2019075538,CARN,Building Residential - New,CAA01R301,Single Family Residence,203096.42,1914.0,DONE,2019-12-10,2019-12-13,WSUSWRAVL,U&O Sewer Availability Final Approval,APPROVED,Approved,2021-01-13,ws,400.0,True,inspection
2019075538,CARN,Building Residential - New,CAA01R301,Single Family Residence,203096.42,1914.0,DONE,2019-12-10,2019-12-13,WSEXCUTCAP,WS Existing Service Cut and Capped,,Not Applicable,2021-01-13,ws,400.0,True,inspection
2019075538,CARN,Building Residential - New,CAA01R301,Single Family Residence,203096.42,1914.0,DONE,2019-12-10,2019-12-13,WSUWTRAVL,U&O Water Availability Final Approval,APPROVED,Approved,2021-01-13,ws,400.0,True,inspection
2019075538,CARN,Building Residential - New,CAA01R301,Single Family Residence,203096.42,1914.0,DONE,2019-12-10,2019-12-13,WSEXCUTCAP,WS Existing Service Cut and Capped,,Not Applicable,2021-01-13,ws,400.0,True,inspection
2019072369,CARN,Building Residential - New,CAA01R301,Single Family Residence,320494.21,3281.0,DONE,2019-11-25,2019-12-13,WSUSWRAVL,U&O Sewer Availability Final Approval,APPROVED,Approved,2020-06-30,ws,218.0,True,inspection
2019072369,CARN,Building Residential - New,CAA01R301,Single Family Residence,320494.21,3281.0,DONE,2019-11-25,2019-12-13,WSEXCUTCAP,WS Existing Service Cut and Capped,,Not Applicable,2020-06-30,ws,218.0,True,inspection
2019072369,CARN,Building Residential - New,CAA01R301,Single Family Residence,320494.21,3281.0,DONE,2019-11-25,2019-12-13,WSUWTRAVL,U&O Water Availability Final Approval,APPROVED,Approved,2020-06-30,ws,218.0,True,inspection
2019072369,CARN,Building Residential - New,CAA01R301,Single Family Residence,320494.21,3281.0,DONE,2019-11-25,2019-12-13,WSEXCUTCAP,WS Existing Service Cut and Capped,,Not Applicable,2020-06-30,ws,218.0,True,inspection
2019072363,CARN,Building Residential - New,CAA01R301,Single Family Residence,320494.21,3281.0,DONE,2019-11-25,2019-12-13,WSEXCUTCAP,WS Existing Service Cut and Capped,,Not Applicable,2020-06-29,ws,217.0,True,inspection
2019072363,CARN,Building Residential - New,CAA01R301,Single Family Residence,320494.21,3281.0,DONE,2019-11-25,2019-12-13,WSUSWRAVL,U&O Sewer Availability Final Approval,APPROVED,Approved,2020-06-29,ws,217.0,True,inspection
2019072363,CARN,Building Residential - New,CAA01R301,Single Family Residence,320494.21,3281.0,DONE,2019-11-25,2019-12-13,WSEXCUTCAP,WS Existing Service Cut and Capped,,Not Applicable,2020-06-29,ws,217.0,True,inspection
2019072363,CARN,Building Residential - New,CAA01R301,Single Family Residence,320494.21,3281.0,DONE,2019-11-25,2019-12-13,WSUWTRAVL,U&O Water Availability Final Approval,APPROVED,Approved,2020-06-29,ws,217.0,True,inspection
2019074356,CARN,Building Residential - New,CAA01R301,Single Family Residence,533816.25,5427.0,DONE,2019-12-05,2019-12-13,WSEXCUTCAP,WS Existing Service Cut and Capped,,Not Applicable,2021-02-11,ws,434.0,True,inspection
2019074356,CARN,Building Residential - New,CAA01R301,Single Family Residence,533816.25,5427.0,DONE,2019-12-05,2019-12-13,WSUWTRAVL,U&O Water Availability Final Approval,APPROVED,Approved,2021-02-11,ws,434.0,True,inspection
2019074356,CARN,Building Residential - New,CAA01R301,Single Family Residence,533816.25,5427.0,DONE,2019-12-05,2019-12-13,WSUSWRAVL,U&O Sewer Availability Final Approval,APPROVED,Approved,2021-02-11,ws,434.0,True,inspection
2019074356,CARN,Building Residential - New,CAA01R301,Single Family Residence,533816.25,5427.0,DONE,2019-12-05,2019-12-13,WSEXCUTCAP,WS Existing Service Cut and Capped,,Not Applicable,2021-02-11,ws,434.0,True,inspection
2019074365,CARN,Building Residential - New,CAA01R301,Single Family Residence,529269.32,5479.0,DONE,2019-12-05,2019-12-13,WSUSWRAVL,U&O Sewer Availability Final Approval,APPROVED,Approved,2021-03-23,ws,474.0,True,inspection
2019074365,CARN,Building Residential - New,CAA01R301,Single Family Residence,529269.32,5479.0,DONE,2019-12-05,2019-12-13,WSUWTRAVL,U&O Water Availability Final Approval,APPROVED,Approved,2021-03-23,ws,474.0,True,inspection
2019074365,CARN,Building Residential - New,CAA01R301,Single Family Residence,529269.32,5479.0,DONE,2019-12-05,2019-12-13,WSEXCUTCAP,WS Existing Service Cut and Capped,,Not Applicable,2021-03-23,ws,474.0,True,inspection
2019074365,CARN,Building Residential - New,CAA01R301,Single Family Residence,529269.32,5479.0,DONE,2019-12-05,2019-12-13,WSEXCUTCAP,WS Existing Service Cut and Capped,,Not Applicable,2021-03-23,ws,474.0,True,inspection
2019070233,CACR,Building Commercial - Rehab,CAD02B016,"General Office, Professional Services",112000.0,0.0,DONE,2019-11-15,2019-12-16,WSUXCON,U&O Cross Connect Final Approval,APPROVED,Approved,2020-07-27,ws,255.0,True,inspection
2019075809,CARN,Building Residential - New,CAA01R301,Single Family Residence,256461.32,2624.0,DONE,2019-12-11,2019-12-16,WSUSWRAVL,U&O Sewer Availability Final Approval,APPROVED,Approved,2020-09-25,ws,289.0,True,inspection
2019075809,CARN,Building Residential - New,CAA01R301,Single Family Residence,256461.32,2624.0,DONE,2019-12-11,2019-12-16,WSEXCUTCAP,WS Existing Service Cut and Capped,,Not Applicable,2020-09-25,ws,289.0,True,inspection
2019075809,CARN,Building Residential - New,CAA01R301,Single Family Residence,256461.32,2624.0,DONE,2019-12-11,2019-12-16,WSUWTRAVL,U&O Water Availability Final Approval,APPROVED,Approved,2020-09-25,ws,289.0,True,inspection
2019075809,CARN,Building Residential - New,CAA01R301,Single Family Residence,256461.32,2624.0,DONE,2019-12-11,2019-12-16,WSEXCUTCAP,WS Existing Service Cut and Capped,,Not Applicable,2020-09-25,ws,289.0,True,inspection
2019075804,CARN,Building Residential - New,CAA01R301,Single Family Residence,256461.32,2624.0,DONE,2019-12-11,2019-12-16,WSUSWRAVL,U&O Sewer Availability Final Approval,APPROVED,Approved,2020-09-25,ws,289.0,True,inspection
2019075804,CARN,Building Residential - New,CAA01R301,Single Family Residence,256461.32,2624.0,DONE,2019-12-11,2019-12-16,WSEXCUTCAP,WS Existing Service Cut and Capped,,Not Applicable,2020-09-25,ws,289.0,True,inspection
2019075804,CARN,Building Residential - New,CAA01R301,Single Family Residence,256461.32,2624.0,DONE,2019-12-11,2019-12-16,WSUWTRAVL,U&O Water Availability Final Approval,APPROVED,Approved,2020-09-25,ws,289.0,True,inspection
2019075804,CARN,Building Residential - New,CAA01R301,Single Family Residence,256461.32,2624.0,DONE,2019-12-11,2019-12-16,WSEXCUTCAP,WS Existing Service Cut and Capped,,Not Applicable,2020-09-25,ws,289.0,True,inspection
2019075081,CARN,Building Residential - New,CAA01R301,Single Family Residence,189732.95,1826.0,DONE,2019-12-09,2019-12-16,WSUSWRAVL,U&O Sewer Availability Final Approval,APPROVED,Approved,2020-08-03,ws,238.0,True,inspection
2019075081,CARN,Building Residential - New,CAA01R301,Single Family Residence,189732.95,1826.0,DONE,2019-12-09,2019-12-16,WSEXCUTCAP,WS Existing Service Cut and Capped,,Not Applicable,2020-08-03,ws,238.0,True,inspection
2019075081,CARN,Building Residential - New,CAA01R301,Single Family Residence,189732.95,1826.0,DONE,2019-12-09,2019-12-16,WSUWTRAVL,U&O Water Availability Final Approval,APPROVED,Approved,2020-08-03,ws,238.0,True,inspection
2019075081,CARN,Building Residential - New,CAA01R301,Single Family Residence,189732.95,1826.0,DONE,2019-12-09,2019-12-16,WSEXCUTCAP,WS Existing Service Cut and Capped,,Not Applicable,2020-08-03,ws,238.0,True,inspection
2019075077,CARN,Building Residential - New,CAA01R301,Single Family Residence,181909.08,1788.0,DONE,2019-12-09,2019-12-16,WSUSWRAVL,U&O Sewer Availability Final Approval,APPROVED,Approved,2020-08-15,ws,250.0,True,inspection
2019075077,CARN,Building Residential - New,CAA01R301,Single Family Residence,181909.08,1788.0,DONE,2019-12-09,2019-12-16,WSEXCUTCAP,WS Existing Service Cut and Capped,,Not Applicable,2020-08-15,ws,250.0,True,inspection
2019075077,CARN,Building Residential - New,CAA01R301,Single Family Residence,181909.08,1788.0,DONE,2019-12-09,2019-12-16,WSUWTRAVL,U&O Water Availability Final Approval,APPROVED,Approved,2020-08-15,ws,250.0,True,inspection
2019075077,CARN,Building Residential - New,CAA01R301,Single Family Residence,181909.08,1788.0,DONE,2019-12-09,2019-12-16,WSEXCUTCAP,WS Existing Service Cut and Capped,,Not Applicable,2020-08-15,ws,250.0,True,inspection
2019074300,CARN,Building Residential - New,CAA01R301,Single Family Residence,266079.11,2647.0,DONE,2019-12-05,2019-12-16,WSUSWRAVL,U&O Sewer Availability Final Approval,APPROVED,Approved,2020-07-21,ws,229.0,True,inspection
2019074300,CARN,Building Residential - New,CAA01R301,Single Family Residence,266079.11,2647.0,DONE,2019-12-05,2019-12-16,WSEXCUTCAP,WS Existing Service Cut and Capped,,Not Applicable,2020-07-21,ws,229.0,True,inspection
